User's manual r01uh0146jj0340-rl78g13; Version 1.00; June 20, 2018
RegisterName,RegisterBookmark,RegisterTableCaption,NumberOfAppearance,ModuleInformation,SearchKey
TCR04,6. 2. 1 タイマ・カウンタ・レジスタmn（TCRmn）,図6－6タイマ・カウンタ・レジスタmn（TCRmn）のフォーマット,,,
TCR05,6. 2. 1 タイマ・カウンタ・レジスタmn（TCRmn）,図6－6タイマ・カウンタ・レジスタmn（TCRmn）のフォーマット,,,
TCR06,6. 2. 1 タイマ・カウンタ・レジスタmn（TCRmn）,図6－6タイマ・カウンタ・レジスタmn（TCRmn）のフォーマット,,,
TCR07,6. 2. 1 タイマ・カウンタ・レジスタmn（TCRmn）,図6－6タイマ・カウンタ・レジスタmn（TCRmn）のフォーマット,,,
TMR00,6. 3. 3 タイマ・モード・レジスタmn（TMRmn）,図6－11タイマ・モード・レジスタmn（TMRmn）のフォーマット（1/4）,,,
TMR01,6. 3. 3 タイマ・モード・レジスタmn（TMRmn）,図6－11タイマ・モード・レジスタmn（TMRmn）のフォーマット（1/4）,,,
TMR02,6. 3. 3 タイマ・モード・レジスタmn（TMRmn）,図6－11タイマ・モード・レジスタmn（TMRmn）のフォーマット（1/4）,,,
TMR03,6. 3. 3 タイマ・モード・レジスタmn（TMRmn）,図6－11タイマ・モード・レジスタmn（TMRmn）のフォーマット（1/4）,,,
TMR04,6. 3. 3 タイマ・モード・レジスタmn（TMRmn）,図6－11タイマ・モード・レジスタmn（TMRmn）のフォーマット（1/4）,,,
TMR05,6. 3. 3 タイマ・モード・レジスタmn（TMRmn）,図6－11タイマ・モード・レジスタmn（TMRmn）のフォーマット（1/4）,,,
TMR06,6. 3. 3 タイマ・モード・レジスタmn（TMRmn）,図6－11タイマ・モード・レジスタmn（TMRmn）のフォーマット（1/4）,,,
TMR07,6. 3. 3 タイマ・モード・レジスタmn（TMRmn）,図6－11タイマ・モード・レジスタmn（TMRmn）のフォーマット（1/4）,,,
TSR00,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR00L,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR01,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR01L,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR02,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR02L,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR03,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR03L,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR04,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR04L,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR05,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR05L,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR06,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR06L,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR07,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR07L,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TE0,6. 3. 5 タイマ・チャネル許可ステータス・レジスタm（TEm）,図6－13タイマ・チャネル許可ステータス・レジスタm（TEm）のフォーマット,,,
TE0L,6. 3. 5 タイマ・チャネル許可ステータス・レジスタm（TEm）,図6－13タイマ・チャネル許可ステータス・レジスタm（TEm）のフォーマット,,,
TS0,6. 3. 6 タイマ・チャネル開始レジスタm（TSm）,図6－14タイマ・チャネル開始レジスタm（TSm）のフォーマット,,,
TS0L,6. 3. 6 タイマ・チャネル開始レジスタm（TSm）,図6－14タイマ・チャネル開始レジスタm（TSm）のフォーマット,,,
TT0,6. 3. 7 タイマ・チャネル停止レジスタm（TTm）,図6－15タイマ・チャネル停止レジスタm（TTm）のフォーマット,,,
TT0L,6. 3. 7 タイマ・チャネル停止レジスタm（TTm）,図6－15タイマ・チャネル停止レジスタm（TTm）のフォーマット,,,
TPS0,6. 3. 2 タイマ・クロック選択レジスタm（TPSm）,図6－10タイマ・クロック選択レジスタm（TPSm）のフォーマット（1/2）,,,
TO0,6. 3. 10 タイマ出力レジスタm（TOm）,図6－18タイマ出力レジスタm（TOm）のフォーマット,,,
TO0L,6. 3. 10 タイマ出力レジスタm（TOm）,図6－18タイマ出力レジスタm（TOm）のフォーマット,,,
TOE0,6. 3. 9 タイマ出力許可レジスタm（TOEm）,図6－17タイマ出力許可レジスタm（TOEm）のフォーマット,,,
TOE0L,6. 3. 9 タイマ出力許可レジスタm（TOEm）,図6－17タイマ出力許可レジスタm（TOEm）のフォーマット,,,
TOL0,6. 3. 11 タイマ出力レベル・レジスタm（TOLm）,図6－19タイマ出力レベル・レジスタm（TOLm）のフォーマット,,,
TOL0L,6. 3. 11 タイマ出力レベル・レジスタm（TOLm）,図6－19タイマ出力レベル・レジスタm（TOLm）のフォーマット,,,
TOM0,6. 3. 12 タイマ出力モード・レジスタm（TOMm）,図6－20タイマ出力モード・レジスタm（TOMm）のフォーマット,,,
TOM0L,6. 3. 12 タイマ出力モード・レジスタm（TOMm）,図6－20タイマ出力モード・レジスタm（TOMm）のフォーマット,,,
TCR10,6. 2. 1 タイマ・カウンタ・レジスタmn（TCRmn）,図6－6タイマ・カウンタ・レジスタmn（TCRmn）のフォーマット,,,
TCR11,6. 2. 1 タイマ・カウンタ・レジスタmn（TCRmn）,図6－6タイマ・カウンタ・レジスタmn（TCRmn）のフォーマット,,,
TCR12,6. 2. 1 タイマ・カウンタ・レジスタmn（TCRmn）,図6－6タイマ・カウンタ・レジスタmn（TCRmn）のフォーマット,,,
TCR13,6. 2. 1 タイマ・カウンタ・レジスタmn（TCRmn）,図6－6タイマ・カウンタ・レジスタmn（TCRmn）のフォーマット,,,
TCR14,6. 2. 1 タイマ・カウンタ・レジスタmn（TCRmn）,図6－6タイマ・カウンタ・レジスタmn（TCRmn）のフォーマット,,,
TCR15,6. 2. 1 タイマ・カウンタ・レジスタmn（TCRmn）,図6－6タイマ・カウンタ・レジスタmn（TCRmn）のフォーマット,,,
TCR16,6. 2. 1 タイマ・カウンタ・レジスタmn（TCRmn）,図6－6タイマ・カウンタ・レジスタmn（TCRmn）のフォーマット,,,
TCR17,6. 2. 1 タイマ・カウンタ・レジスタmn（TCRmn）,図6－6タイマ・カウンタ・レジスタmn（TCRmn）のフォーマット,,,
TMR10,6. 3. 3 タイマ・モード・レジスタmn（TMRmn）,図6－11タイマ・モード・レジスタmn（TMRmn）のフォーマット（1/4）,,,
TMR11,6. 3. 3 タイマ・モード・レジスタmn（TMRmn）,図6－11タイマ・モード・レジスタmn（TMRmn）のフォーマット（1/4）,,,
TMR12,6. 3. 3 タイマ・モード・レジスタmn（TMRmn）,図6－11タイマ・モード・レジスタmn（TMRmn）のフォーマット（1/4）,,,
TMR13,6. 3. 3 タイマ・モード・レジスタmn（TMRmn）,図6－11タイマ・モード・レジスタmn（TMRmn）のフォーマット（1/4）,,,
TMR14,6. 3. 3 タイマ・モード・レジスタmn（TMRmn）,図6－11タイマ・モード・レジスタmn（TMRmn）のフォーマット（1/4）,,,
TMR15,6. 3. 3 タイマ・モード・レジスタmn（TMRmn）,図6－11タイマ・モード・レジスタmn（TMRmn）のフォーマット（1/4）,,,
TMR16,6. 3. 3 タイマ・モード・レジスタmn（TMRmn）,図6－11タイマ・モード・レジスタmn（TMRmn）のフォーマット（1/4）,,,
TMR17,6. 3. 3 タイマ・モード・レジスタmn（TMRmn）,図6－11タイマ・モード・レジスタmn（TMRmn）のフォーマット（1/4）,,,
TSR10,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR10L,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR11,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR11L,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR12,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR12L,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR13,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR13L,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR14,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR14L,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR15,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR15L,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR16,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR16L,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR17,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TSR17L,6. 3. 4 タイマ・ステータス・レジスタmn（TSRmn）,図6－12タイマ・ステータス・レジスタmn（TSRmn）のフォーマット,,,
TE1,6. 3. 5 タイマ・チャネル許可ステータス・レジスタm（TEm）,図6－13タイマ・チャネル許可ステータス・レジスタm（TEm）のフォーマット,,,
TE1L,6. 3. 5 タイマ・チャネル許可ステータス・レジスタm（TEm）,図6－13タイマ・チャネル許可ステータス・レジスタm（TEm）のフォーマット,,,
TS1,6. 3. 6 タイマ・チャネル開始レジスタm（TSm）,図6－14タイマ・チャネル開始レジスタm（TSm）のフォーマット,,,
TS1L,6. 3. 6 タイマ・チャネル開始レジスタm（TSm）,図6－14タイマ・チャネル開始レジスタm（TSm）のフォーマット,,,
TT1,6. 3. 7 タイマ・チャネル停止レジスタm（TTm）,図6－15タイマ・チャネル停止レジスタm（TTm）のフォーマット,,,
TT1L,6. 3. 7 タイマ・チャネル停止レジスタm（TTm）,図6－15タイマ・チャネル停止レジスタm（TTm）のフォーマット,,,
TPS1,6. 3. 2 タイマ・クロック選択レジスタm（TPSm）,図6－10タイマ・クロック選択レジスタm（TPSm）のフォーマット（1/2）,,,
TO1,6. 3. 10 タイマ出力レジスタm（TOm）,図6－18タイマ出力レジスタm（TOm）のフォーマット,,,
TO1L,6. 3. 10 タイマ出力レジスタm（TOm）,図6－18タイマ出力レジスタm（TOm）のフォーマット,,,
TOE1,6. 3. 9 タイマ出力許可レジスタm（TOEm）,図6－17タイマ出力許可レジスタm（TOEm）のフォーマット,,,
TOE1L,6. 3. 9 タイマ出力許可レジスタm（TOEm）,図6－17タイマ出力許可レジスタm（TOEm）のフォーマット,,,
TOL1,6. 3. 11 タイマ出力レベル・レジスタm（TOLm）,図6－19タイマ出力レベル・レジスタm（TOLm）のフォーマット,,,
TOL1L,6. 3. 11 タイマ出力レベル・レジスタm（TOLm）,図6－19タイマ出力レベル・レジスタm（TOLm）のフォーマット,,,
TOM1,6. 3. 12 タイマ出力モード・レジスタm（TOMm）,図6－20タイマ出力モード・レジスタm（TOMm）のフォーマット,,,
TOM1L,6. 3. 12 タイマ出力モード・レジスタm（TOMm）,図6－20タイマ出力モード・レジスタm（TOMm）のフォーマット,,,
DSA2,15. 2. 1 DMA SFRアドレス・レジスタn（DSAn）,図15－1DMASFRアドレス・レジスタn（DSAn）のフォーマット,,,
DSA3,15. 2. 1 DMA SFRアドレス・レジスタn（DSAn）,図15－1DMASFRアドレス・レジスタn（DSAn）のフォーマット,,,
